OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_NUM,Shape_Length,Shape_Area,CouncilDistrict
123,48,029,171602,48029171602,1716.02,Census Tract 1716.02,G5020,S,8127747.000000000000000,31507.000000000000000,+29.4229398,-098.6080692,48029171602.000000000000000,46825.583888714820205,87801321.978262573480606,6
124,48,029,171919,48029171919,1719.19,Census Tract 1719.19,G5020,S,2071055.000000000000000,1377.000000000000000,+29.3915743,-098.6850980,48029171919.000000000000000,23891.005865064937097,22301336.136797562241554,
125,48,029,171601,48029171601,1716.01,Census Tract 1716.01,G5020,S,3062640.000000000000000,55281.000000000000000,+29.4183531,-098.6198536,48029171601.000000000000000,36109.734186850044352,33551792.401138648390770,6
126,48,029,171922,48029171922,1719.22,Census Tract 1719.22,G5020,S,2871367.000000000000000,13723.000000000000000,+29.4138298,-098.6909242,48029171922.000000000000000,22231.519027780726901,31046321.973606370389462,
127,48,029,131700,48029131700,1317,Census Tract 1317,G5020,S,11739862.000000000000000,109695.000000000000000,+29.5295330,-098.2784252,48029131700.000000000000000,65124.501538634300232,127513670.195895463228226,
128,48,029,140100,48029140100,1401,Census Tract 1401,G5020,S,986967.000000000000000,0.000000000000000,+29.4064086,-098.4787846,48029140100.000000000000000,15873.529761296305878,10620685.527387483045459,2
129,48,029,140200,48029140200,1402,Census Tract 1402,G5020,S,1916564.000000000000000,0.000000000000000,+29.3962021,-098.4810684,48029140200.000000000000000,18840.676461900489812,20624015.006858315318823,5
130,48,029,140300,48029140300,1403,Census Tract 1403,G5020,S,1558736.000000000000000,10051.000000000000000,+29.3868816,-098.4835460,48029140300.000000000000000,20777.408539893862326,16881569.452044904232025,3
131,48,029,140500,48029140500,1405,Census Tract 1405,G5020,S,1532145.000000000000000,0.000000000000000,+29.3964053,-098.4549963,48029140500.000000000000000,16688.766850973330293,16487338.027824226766825,3
132,48,029,140700,48029140700,1407,Census Tract 1407,G5020,S,1837262.000000000000000,0.000000000000000,+29.3875220,-098.4609819,48029140700.000000000000000,20923.422804250403715,19770663.399487014859915,3
133,48,029,140800,48029140800,1408,Census Tract 1408,G5020,S,2127067.000000000000000,0.000000000000000,+29.3776566,-098.4696195,48029140800.000000000000000,22158.027465439372463,22889139.861079398542643,3
134,48,029,140900,48029140900,1409,Census Tract 1409,G5020,S,1189812.000000000000000,0.000000000000000,+29.3798119,-098.4548664,48029140900.000000000000000,14287.723647066603007,12803460.640778400003910,3
135,48,029,141000,48029141000,1410,Census Tract 1410,G5020,S,1797042.000000000000000,0.000000000000000,+29.3709842,-098.4573460,48029141000.000000000000000,19015.491591543592222,19337845.553572498261929,3
136,48,029,131200,48029131200,1312,Census Tract 1312,G5020,S,4845630.000000000000000,4121.000000000000000,+29.3981151,-098.4172868,48029131200.000000000000000,38146.614031381082896,52187858.443915277719498,3
137,48,029,141200,48029141200,1412,Census Tract 1412,G5020,S,3791694.000000000000000,0.000000000000000,+29.3802571,-098.4395548,48029141200.000000000000000,31601.751409057487763,40802158.360784724354744,3
138,48,029,191814,48029191814,1918.14,Census Tract 1918.14,G5020,S,9014643.000000000000000,42338.000000000000000,+29.7027619,-098.4662157,48029191814.000000000000000,41279.198248277149105,97465388.581878021359444,
139,48,029,172006,48029172006,1720.06,Census Tract 1720.06,G5020,S,36856569.000000000000000,12305.000000000000000,+29.4598135,-098.7848288,48029172006.000000000000000,101649.806274704300449,396745154.633178591728210,
140,48,029,181822,48029181822,1818.22,Census Tract 1818.22,G5020,S,3767407.000000000000000,1887.000000000000000,+29.5282020,-098.6303720,48029181822.000000000000000,32540.998063784332771,40561531.253867000341415,7
141,48,029,181818,48029181818,1818.18,Census Tract 1818.18,G5020,S,3029814.000000000000000,0.000000000000000,+29.5287252,-098.6105706,48029181818.000000000000000,24061.541350763032824,32603923.798206895589828,7
142,48,029,181821,48029181821,1818.21,Census Tract 1818.21,G5020,S,1250096.000000000000000,0.000000000000000,+29.5407126,-098.6238092,48029181821.000000000000000,18320.013365199480177,13452382.647081054747105,7
143,48,029,181724,48029181724,1817.24,Census Tract 1817.24,G5020,S,7118639.000000000000000,24380.000000000000000,+29.5527534,-098.6903298,48029181724.000000000000000,36065.306307018567168,76866557.800457254052162,
144,48,029,181723,48029181723,1817.23,Census Tract 1817.23,G5020,S,1439437.000000000000000,0.000000000000000,+29.5212191,-098.6784203,48029181723.000000000000000,18448.813230496580218,15489820.167773973196745,6
145,48,029,181726,48029181726,1817.26,Census Tract 1817.26,G5020,S,6756695.000000000000000,9720.000000000000000,+29.5312744,-098.6945613,48029181726.000000000000000,33540.695677419578715,72813660.863500446081161,
146,48,029,181721,48029181721,1817.21,Census Tract 1817.21,G5020,S,1861048.000000000000000,626.000000000000000,+29.5427633,-098.6739950,48029181721.000000000000000,23582.581369267398259,20033598.383422661572695,7
147,48,029,181720,48029181720,1817.20,Census Tract 1817.20,G5020,S,1973173.000000000000000,4322.000000000000000,+29.5401008,-098.6636020,48029181720.000000000000000,20462.100997953599290,21279932.677251048386097,7
148,48,029,181826,48029181826,1818.26,Census Tract 1818.26,G5020,S,2902563.000000000000000,6594.000000000000000,+29.5524718,-098.6367310,48029181826.000000000000000,28578.521819430603500,31305680.427479546517134,7
149,48,029,181824,48029181824,1818.24,Census Tract 1818.24,G5020,S,2664030.000000000000000,2118.000000000000000,+29.5649135,-098.6392329,48029181824.000000000000000,29600.761853216550662,28690698.205598261207342,8
150,48,029,181823,48029181823,1818.23,Census Tract 1818.23,G5020,S,2030400.000000000000000,2276.000000000000000,+29.5794462,-098.6391920,48029181823.000000000000000,21449.673880810034461,21873884.740514270961285,8
151,48,029,181901,48029181901,1819.01,Census Tract 1819.01,G5020,S,7913065.000000000000000,20047.000000000000000,+29.5969455,-098.6099198,48029181901.000000000000000,41929.815646127419313,85369543.469645828008652,8
152,48,029,191202,48029191202,1912.02,Census Tract 1912.02,G5020,S,3061611.000000000000000,0.000000000000000,+29.5326602,-098.5075961,48029191202.000000000000000,26550.915922323245468,32946154.010194290429354,1
153,48,029,191410,48029191410,1914.10,Census Tract 1914.10,G5020,S,1563333.000000000000000,0.000000000000000,+29.5551413,-098.5082307,48029191410.000000000000000,17261.764734714397491,16823153.917127881199121,9
154,48,029,191701,48029191701,1917.01,Census Tract 1917.01,G5020,S,6175989.000000000000000,20843.000000000000000,+29.5819992,-098.4856635,48029191701.000000000000000,37486.329236712837883,66684842.018678590655327,
155,48,029,191201,48029191201,1912.01,Census Tract 1912.01,G5020,S,1655852.000000000000000,0.000000000000000,+29.5409820,-098.5005922,48029191201.000000000000000,18705.783279804069025,17818728.251477397978306,1
156,48,029,131100,48029131100,1311,Census Tract 1311,G5020,S,2006561.000000000000000,0.000000000000000,+29.4055968,-098.4268221,48029131100.000000000000000,31366.297020535777847,21592441.598606605082750,2
157,48,029,191412,48029191412,1914.12,Census Tract 1914.12,G5020,S,2043426.000000000000000,0.000000000000000,+29.5918428,-098.5368018,48029191412.000000000000000,23211.097944913370156,21989610.853086732327938,9
158,48,029,161303,48029161303,1613.03,Census Tract 1613.03,G5020,S,1183190.000000000000000,0.000000000000000,+29.3428267,-098.6067221,48029161303.000000000000000,18482.213311166811764,12732220.836857661604881,4
159,48,029,160901,48029160901,1609.01,Census Tract 1609.01,G5020,S,2483732.000000000000000,0.000000000000000,+29.3676060,-098.5460910,48029160901.000000000000000,32827.705621921675629,26727241.149052392691374,5
160,48,029,181403,48029181403,1814.03,Census Tract 1814.03,G5020,S,1063454.000000000000000,0.000000000000000,+29.5257754,-098.5797164,48029181403.000000000000000,14627.388684359151739,11443891.097499415278435,8
161,48,029,121119,48029121119,1211.19,Census Tract 1211.19,G5020,S,4319316.000000000000000,51079.000000000000000,+29.5603056,-098.4519095,48029121119.000000000000000,34461.598598137781664,47030209.043464526534081,10
162,48,029,121121,48029121121,1211.21,Census Tract 1211.21,G5020,S,2494233.000000000000000,4829.000000000000000,+29.5889924,-098.4322372,48029121121.000000000000000,29124.599680530835030,26892728.336943924427032,10
163,48,029,160501,48029160501,1605.01,Census Tract 1605.01,G5020,S,1380734.000000000000000,0.000000000000000,+29.4112779,-098.5387851,48029160501.000000000000000,18037.345115283249470,14858017.172786463052034,5
164,48,029,191005,48029191005,1910.05,Census Tract 1910.05,G5020,S,872918.000000000000000,0.000000000000000,+29.4853883,-098.5040057,48029191005.000000000000000,14160.373949558974346,9393440.344492565840483,1
165,48,029,171915,48029171915,1719.15,Census Tract 1719.15,G5020,S,1027172.000000000000000,17172.000000000000000,+29.4233968,-098.6839565,48029171915.000000000000000,13483.387844945078541,11238130.243632731959224,4
166,48,029,171921,48029171921,1719.21,Census Tract 1719.21,G5020,S,2276864.000000000000000,2066.000000000000000,+29.3954778,-098.7000893,48029171921.000000000000000,23230.533725891753420,24523429.705391831696033,
167,48,029,171923,48029171923,1719.23,Census Tract 1719.23,G5020,S,3723111.000000000000000,0.000000000000000,+29.4550105,-098.6510102,48029171923.000000000000000,26112.340883375716658,40064308.138891912996769,6
168,48,029,161902,48029161902,1619.02,Census Tract 1619.02,G5020,S,123238736.000000000000000,1883632.000000000000000,+29.3182348,-098.7631029,48029161902.000000000000000,160093.371997953596292,1346432873.534833192825317,
169,48,029,181725,48029181725,1817.25,Census Tract 1817.25,G5020,S,3122336.000000000000000,1507.000000000000000,+29.4601895,-098.6260127,48029181725.000000000000000,37581.495614726896747,33615594.414304509758949,6
170,48,029,161801,48029161801,1618.01,Census Tract 1618.01,G5020,S,2208973.000000000000000,7983.000000000000000,+29.3842018,-098.6478496,48029161801.000000000000000,25112.937152780894394,23856500.750834286212921,4
171,48,029,181722,48029181722,1817.22,Census Tract 1817.22,G5020,S,1707264.000000000000000,0.000000000000000,+29.5134447,-098.6725581,48029181722.000000000000000,20031.002301769316546,18371910.164010558277369,6
172,48,029,181730,48029181730,1817.30,Census Tract 1817.30,G5020,S,1529309.000000000000000,0.000000000000000,+29.4928775,-098.6703618,48029181730.000000000000000,24599.292103977753868,16456917.416057186201215,6
173,48,029,131507,48029131507,1315.07,Census Tract 1315.07,G5020,S,2165641.000000000000000,781.000000000000000,+29.4632989,-098.3708009,48029131507.000000000000000,21901.306657709152205,23312806.864232230931520,2
174,48,029,131608,48029131608,1316.08,Census Tract 1316.08,G5020,S,4904285.000000000000000,14299.000000000000000,+29.5124884,-098.3046249,48029131608.000000000000000,34226.487983611688833,52929055.191030278801918,
175,48,029,121701,48029121701,1217.01,Census Tract 1217.01,G5020,S,3198064.000000000000000,16120.000000000000000,+29.5561412,-098.2899064,48029121701.000000000000000,34852.686445587743947,34588079.786942519247532,
176,48,029,121605,48029121605,1216.05,Census Tract 1216.05,G5020,S,2834494.000000000000000,94451.000000000000000,+29.5450746,-098.3301548,48029121605.000000000000000,26949.487240749451303,31518547.071434859186411,
177,48,029,131610,48029131610,1316.10,Census Tract 1316.10,G5020,S,1826199.000000000000000,0.000000000000000,+29.4949003,-098.3180134,48029131610.000000000000000,20978.719520956779888,19651748.774134274572134,
178,48,029,131505,48029131505,1315.05,Census Tract 1315.05,G5020,S,1461142.000000000000000,2526.000000000000000,+29.4735480,-098.3690440,48029131505.000000000000000,15909.119962763363219,15750527.117784239351749,2
179,48,029,131614,48029131614,1316.14,Census Tract 1316.14,G5020,S,2570484.000000000000000,75952.000000000000000,+29.4743146,-098.3409376,48029131614.000000000000000,30192.774008520238567,28478254.570083331316710,
180,48,029,121904,48029121904,1219.04,Census Tract 1219.04,G5020,S,1923220.000000000000000,0.000000000000000,+29.6371627,-098.4432638,48029121904.000000000000000,27641.755312890243658,20696206.841961864382029,9
181,48,029,191808,48029191808,1918.08,Census Tract 1918.08,G5020,S,6531576.000000000000000,0.000000000000000,+29.6569798,-098.4657530,48029191808.000000000000000,35380.083392558139167,70287999.413060158491135,9
182,48,029,191810,48029191810,1918.10,Census Tract 1918.10,G5020,S,4335167.000000000000000,0.000000000000000,+29.6756551,-098.4650392,48029191810.000000000000000,29584.304204756601393,46652005.977081567049026,
183,48,029,191304,48029191304,1913.04,Census Tract 1913.04,G5020,S,2834997.000000000000000,0.000000000000000,+29.5288471,-098.4901594,48029191304.000000000000000,23561.996482637794543,30507558.352159049361944,1
184,48,029,151301,48029151301,1513.01,Census Tract 1513.01,G5020,S,3535945.000000000000000,39446.000000000000000,+29.3471047,-098.5257060,48029151301.000000000000000,26919.161908920264977,38474499.820557005703449,3
185,48,029,192100,48029192100,1921,Census Tract 1921,G5020,S,2908612.000000000000000,63392.000000000000000,+29.4083684,-098.4936170,48029192100.000000000000000,30400.330114894761209,31981533.649201992899179,5
186,48,029,192300,48029192300,1923,Census Tract 1923,G5020,S,6125644.000000000000000,70724.000000000000000,+29.5664569,-098.5015613,48029192300.000000000000000,40938.918520703889953,66679661.084475249052048,9
187,48,029,191900,48029191900,1919,Census Tract 1919,G5020,S,3341282.000000000000000,0.000000000000000,+29.4280861,-098.4704178,48029191900.000000000000000,23376.681430536766129,35955442.559911198914051,2
188,48,029,131611,48029131611,1316.11,Census Tract 1316.11,G5020,S,934066.000000000000000,7372.000000000000000,+29.4929734,-098.3393289,48029131611.000000000000000,19838.932749915449676,10130809.303830819204450,
189,48,029,171920,48029171920,1719.20,Census Tract 1719.20,G5020,S,5876523.000000000000000,30814.000000000000000,+29.4036291,-098.6745032,48029171920.000000000000000,40167.502377015822276,63568492.274284437298775,4
190,48,029,171913,48029171913,1719.13,Census Tract 1719.13,G5020,S,1643006.000000000000000,0.000000000000000,+29.4237379,-098.6717674,48029171913.000000000000000,19461.533916823602340,17680314.870821330696344,4
191,48,029,171916,48029171916,1719.16,Census Tract 1719.16,G5020,S,5553889.000000000000000,9579.000000000000000,+29.4227910,-098.6998498,48029171916.000000000000000,34693.178949919441948,59868185.846578530967236,4
192,48,029,180101,48029180101,1801.01,Census Tract 1801.01,G5020,S,2422398.000000000000000,21632.000000000000000,+29.4595016,-098.5380224,48029180101.000000000000000,22981.947589044979395,26300116.668206091970205,7
193,48,029,171302,48029171302,1713.02,Census Tract 1713.02,G5020,S,1873871.000000000000000,0.000000000000000,+29.4537275,-098.5705465,48029171302.000000000000000,19445.558407511420228,20164615.841280423104763,7
194,48,029,171501,48029171501,1715.01,Census Tract 1715.01,G5020,S,1574236.000000000000000,0.000000000000000,+29.4156577,-098.5812898,48029171501.000000000000000,16708.233531259666051,16940276.030137185007334,5
195,48,029,192000,48029192000,1920,Census Tract 1920,G5020,S,5077240.000000000000000,27634.000000000000000,+29.4600994,-098.4693865,48029192000.000000000000000,44637.414503519758000,54933461.181198880076408,2
196,48,029,192200,48029192200,1922,Census Tract 1922,G5020,S,14838391.000000000000000,123562.000000000000000,+29.3478758,-098.4648118,48029192200.000000000000000,65374.647493050622870,161004482.349522680044174,3
197,48,029,191506,48029191506,1915.06,Census Tract 1915.06,G5020,S,3774024.000000000000000,2921.000000000000000,+29.5579374,-098.5438575,48029191506.000000000000000,32415.046846085948346,40644043.689885355532169,8
198,48,029,110900,48029110900,1109,Census Tract 1109,G5020,S,1256981.000000000000000,0.000000000000000,+29.4389354,-098.4828446,48029110900.000000000000000,17843.957954543180676,13526350.084483321756124,1
199,48,029,110800,48029110800,1108,Census Tract 1108,G5020,S,1284162.000000000000000,0.000000000000000,+29.4423646,-098.4929891,48029110800.000000000000000,14454.235924351754875,13818786.287010218948126,1
200,48,029,171914,48029171914,1719.14,Census Tract 1719.14,G5020,S,2024536.000000000000000,4915.000000000000000,+29.4339755,-098.6811542,48029171914.000000000000000,22350.513127972790244,21838821.114350512623787,4
201,48,029,171918,48029171918,1719.18,Census Tract 1719.18,G5020,S,8373281.000000000000000,42012.000000000000000,+29.4567621,-098.6958383,48029171918.000000000000000,53851.930015041922161,90556763.229491472244263,6
202,48,029,171925,48029171925,1719.25,Census Tract 1719.25,G5020,S,4513841.000000000000000,9108.000000000000000,+29.4691998,-098.6555016,48029171925.000000000000000,31610.438417903493246,48671397.055598370730877,6
203,48,029,181727,48029181727,1817.27,Census Tract 1817.27,G5020,S,2822472.000000000000000,0.000000000000000,+29.4718355,-098.6415982,48029181727.000000000000000,32841.172425640550500,30372556.849932711571455,6
204,48,029,171924,48029171924,1719.24,Census Tract 1719.24,G5020,S,4678898.000000000000000,24970.000000000000000,+29.4616828,-098.6767274,48029171924.000000000000000,31891.421146911743563,50618190.469179704785347,6
205,48,029,980005,48029980005,9800.05,Census Tract 9800.05,G5020,S,39581486.000000000000000,1780.000000000000000,+29.5782334,-098.7484151,48029980005.000000000000000,152460.050366247043712,425959729.473669230937958,
206,48,029,191812,48029191812,1918.12,Census Tract 1918.12,G5020,S,3643839.000000000000000,0.000000000000000,+29.6551647,-098.4877610,48029191812.000000000000000,27061.979332408718619,39212304.395338520407677,9
207,48,029,171402,48029171402,1714.02,Census Tract 1714.02,G5020,S,2117177.000000000000000,9546.000000000000000,+29.4430000,-098.5819942,48029171402.000000000000000,23474.246335817460931,22885536.960575476288795,5
208,48,029,171401,48029171401,1714.01,Census Tract 1714.01,G5020,S,1944789.000000000000000,13846.000000000000000,+29.4413040,-098.5939349,48029171401.000000000000000,20537.308668214704085,21076808.009464263916016,5
209,48,029,171917,48029171917,1719.17,Census Tract 1719.17,G5020,S,3114440.000000000000000,0.000000000000000,+29.4417610,-098.6997023,48029171917.000000000000000,24556.252855869974155,33514363.408524058759212,4
210,48,029,172005,48029172005,1720.05,Census Tract 1720.05,G5020,S,5888111.000000000000000,369.000000000000000,+29.4950928,-098.7264893,48029172005.000000000000000,36266.848305280400382,63366061.979588545858860,
211,48,029,181731,48029181731,1817.31,Census Tract 1817.31,G5020,S,2724175.000000000000000,0.000000000000000,+29.5026423,-098.6726616,48029181731.000000000000000,26850.632369685998128,29314910.280510056763887,6
212,48,029,181728,48029181728,1817.28,Census Tract 1817.28,G5020,S,6248507.000000000000000,5979.000000000000000,+29.5087582,-098.7127433,48029181728.000000000000000,33834.639615892556321,67304631.020053595304489,
213,48,029,180102,48029180102,1801.02,Census Tract 1801.02,G5020,S,1049555.000000000000000,0.000000000000000,+29.4657096,-098.5367807,48029180102.000000000000000,19271.988788365226355,11294232.728039184585214,7
214,48,029,180604,48029180604,1806.04,Census Tract 1806.04,G5020,S,3805654.000000000000000,0.000000000000000,+29.4812706,-098.5706326,48029180604.000000000000000,30157.517181893897941,40952650.935433715581894,7
215,48,029,191006,48029191006,1910.06,Census Tract 1910.06,G5020,S,2242722.000000000000000,0.000000000000000,+29.4864516,-098.5168594,48029191006.000000000000000,21120.288062402742071,24133910.840708214789629,1
216,48,029,181404,48029181404,1814.04,Census Tract 1814.04,G5020,S,2656570.000000000000000,0.000000000000000,+29.5286422,-098.5882052,48029181404.000000000000000,25525.978967552782706,28587498.894415520131588,8
217,48,029,191505,48029191505,1915.05,Census Tract 1915.05,G5020,S,2430993.000000000000000,1480.000000000000000,+29.5528449,-098.5480146,48029191505.000000000000000,22238.053056510136230,26176066.613986324518919,8
218,48,029,172004,48029172004,1720.04,Census Tract 1720.04,G5020,S,23488624.000000000000000,48265.000000000000000,+29.4937933,-098.7632600,48029172004.000000000000000,72036.788040816245484,253280493.012053817510605,
219,48,029,181815,48029181815,1818.15,Census Tract 1818.15,G5020,S,3164876.000000000000000,5678.000000000000000,+29.5469345,-098.5937820,48029181815.000000000000000,27819.414556209616421,34118545.484901353716850,8
220,48,029,181813,48029181813,1818.13,Census Tract 1818.13,G5020,S,3232578.000000000000000,0.000000000000000,+29.5567230,-098.5799130,48029181813.000000000000000,23996.634308057851740,34786082.849901288747787,8
221,48,029,121905,48029121905,1219.05,Census Tract 1219.05,G5020,S,7888312.000000000000000,674.000000000000000,+29.6535643,-098.4302740,48029121905.000000000000000,47452.053624697844498,84895372.596761360764503,9
222,48,029,172003,48029172003,1720.03,Census Tract 1720.03,G5020,S,3388089.000000000000000,0.000000000000000,+29.4385946,-098.7237253,48029172003.000000000000000,26678.945052309703897,36459058.683070622384548,
223,48,029,191503,48029191503,1915.03,Census Tract 1915.03,G5020,S,5624295.000000000000000,15325.000000000000000,+29.5745610,-098.5700983,48029191503.000000000000000,35724.463593798333022,60688604.567704528570175,8
224,48,029,191504,48029191504,1915.04,Census Tract 1915.04,G5020,S,5140145.000000000000000,11744.000000000000000,+29.5821019,-098.5606146,48029191504.000000000000000,34361.275700700738525,55440102.879946596920490,
225,48,029,181820,48029181820,1818.20,Census Tract 1818.20,G5020,S,7175238.000000000000000,17512.000000000000000,+29.5775882,-098.6161210,48029181820.000000000000000,41025.849774132955645,77401990.361822977662086,8
226,48,029,181814,48029181814,1818.14,Census Tract 1818.14,G5020,S,3667996.000000000000000,8328.000000000000000,+29.5753823,-098.5892100,48029181814.000000000000000,27592.430717080042086,39561364.811679236590862,8
227,48,029,181816,48029181816,1818.16,Census Tract 1818.16,G5020,S,2479344.000000000000000,11274.000000000000000,+29.5555962,-098.6083202,48029181816.000000000000000,25146.326076079003542,26801744.552940793335438,8
228,48,029,181819,48029181819,1818.19,Census Tract 1818.19,G5020,S,3695471.000000000000000,6145.000000000000000,+29.5650755,-098.6124925,48029181819.000000000000000,31748.545850522543333,39833534.664854437112808,8
229,48,029,161600,48029161600,1616,Census Tract 1616,G5020,S,6338728.000000000000000,7099.000000000000000,+29.3991515,-098.5974264,48029161600.000000000000000,86726.125814365077531,68286975.619715973734856,4
230,48,029,980003,48029980003,9800.03,Census Tract 9800.03,G5020,S,16145483.000000000000000,4426.000000000000000,+29.3724905,-098.6660170,48029980003.000000000000000,54428.801428099854093,173788014.484271764755249,
231,48,029,170101,48029170101,1701.01,Census Tract 1701.01,G5020,S,1150841.000000000000000,45850.000000000000000,+29.4396522,-098.5198167,48029170101.000000000000000,14521.806770121835143,12877539.235044961795211,5
232,48,029,170200,48029170200,1702,Census Tract 1702,G5020,S,1730790.000000000000000,0.000000000000000,+29.4216623,-098.5208934,48029170200.000000000000000,17668.105847272785468,18624911.606192007660866,5
233,48,029,170300,48029170300,1703,Census Tract 1703,G5020,S,1860336.000000000000000,166812.000000000000000,+29.4218034,-098.5349833,48029170300.000000000000000,20987.350927532228525,21814008.600447505712509,5
234,48,029,170401,48029170401,1704.01,Census Tract 1704.01,G5020,S,1347182.000000000000000,0.000000000000000,+29.4409473,-098.5316392,48029170401.000000000000000,19913.730081692847307,14497006.479822304099798,5
235,48,029,170402,48029170402,1704.02,Census Tract 1704.02,G5020,S,1552462.000000000000000,0.000000000000000,+29.4342883,-098.5355357,48029170402.000000000000000,18419.572719225350738,16705954.863451298326254,5
236,48,029,170500,48029170500,1705,Census Tract 1705,G5020,S,2077100.000000000000000,216198.000000000000000,+29.4492455,-098.5273406,48029170500.000000000000000,22039.568057133776165,24678069.844624042510986,1
237,48,029,171912,48029171912,1719.12,Census Tract 1719.12,G5020,S,8454389.000000000000000,562.000000000000000,+29.4793032,-098.6874058,48029171912.000000000000000,41694.492976355249994,90983721.263109251856804,6
238,48,029,172002,48029172002,1720.02,Census Tract 1720.02,G5020,S,55728656.000000000000000,121363.000000000000000,+29.4041314,-098.7598942,48029172002.000000000000000,109221.971433233426069,600998694.133002400398254,
239,48,029,180201,48029180201,1802.01,Census Tract 1802.01,G5020,S,2000669.000000000000000,0.000000000000000,+29.4778082,-098.5329440,48029180201.000000000000000,20969.370524901212775,21529204.139424685388803,1
240,48,029,180300,48029180300,1803,Census Tract 1803,G5020,S,2664824.000000000000000,0.000000000000000,+29.4667590,-098.5575128,48029180300.000000000000000,22673.877897936836234,28676117.912911452353001,7
241,48,029,180400,48029180400,1804,Census Tract 1804,G5020,S,2181682.000000000000000,0.000000000000000,+29.4626758,-098.5708715,48029180400.000000000000000,23657.907091757828312,23477054.053058881312609,7
242,48,029,180501,48029180501,1805.01,Census Tract 1805.01,G5020,S,3152711.000000000000000,0.000000000000000,+29.4702079,-098.5896328,48029180501.000000000000000,23548.476623213835410,33926278.475479312241077,7
243,48,029,180504,48029180504,1805.04,Census Tract 1805.04,G5020,S,1675492.000000000000000,68501.000000000000000,+29.4521007,-098.5919512,48029180504.000000000000000,20213.004442485627806,18767055.176514524966478,7
244,48,029,180602,48029180602,1806.02,Census Tract 1806.02,G5020,S,1462405.000000000000000,0.000000000000000,+29.4777609,-098.5562649,48029180602.000000000000000,18988.354687721621303,15736942.341602757573128,7
